# DEC: -19.5125444444444
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-05-03 00:00:00+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256583333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: 7
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
3950.236,1.78916e+00,8.65314e-02
3952.767,1.85746e+00,8.13663e-02
3955.298,1.78651e+00,7.72328e-02
3957.829,1.91531e+00,8.05836e-02
3960.360,1.96232e+00,8.65240e-02
3962.891,1.91713e+00,8.73255e-02
3965.422,1.93116e+00,7.99770e-02
3967.953,1.88791e+00,7.37855e-02
3970.484,1.94519e+00,7.65631e-02
3973.015,2.07750e+00,8.23544e-02
3975.546,2.23581e+00,8.91836e-02
3978.077,2.16667e+00,8.56415e-02
3980.608,2.17012e+00,8.15177e-02
3983.140,2.26984e+00,8.15978e-02
3985.671,2.24485e+00,8.43657e-02
3988.202,2.33744e+00,9.14381e-02
3990.733,2.34327e+00,8.95831e-02
3993.264,2.38424e+00,8.49255e-02
3995.795,2.40422e+00,8.38478e-02
3998.326,2.25423e+00,8.22479e-02
4000.857,2.32488e+00,8.91942e-02
4003.388,2.32869e+00,8.85720e-02
4005.919,2.33666e+00,8.29258e-02
4008.450,2.45038e+00,8.19349e-02
4010.981,2.37204e+00,8.17470e-02
4013.512,2.31216e+00,8.65682e-02
4016.043,2.25929e+00,9.01756e-02
4018.574,2.14844e+00,8.79020e-02
4021.105,2.11061e+00,8.45446e-02
4023.636,2.10511e+00,8.41840e-02
4026.167,2.03524e+00,8.48759e-02
4028.698,2.10759e+00,8.96824e-02
4031.229,2.17618e+00,8.88255e-02
4033.760,2.22735e+00,8.08896e-02
4036.291,2.09124e+00,7.76918e-02
4038.822,2.03977e+00,7.96098e-02
4041.353,1.86677e+00,9.23715e-02
4043.885,1.90197e+00,1.07892e-01
4046.416,1.94998e+00,1.12975e-01
4048.947,1.80628e+00,9.99666e-02
4051.478,1.85160e+00,8.27318e-02
4054.009,1.81778e+00,8.30223e-02
4056.540,1.66021e+00,8.22295e-02
4059.071,1.69502e+00,7.91790e-02
4061.602,1.48255e+00,7.02238e-02
4064.133,1.51878e+00,7.04297e-02
4066.664,1.54522e+00,7.30844e-02
4069.195,1.57459e+00,7.71656e-02
4071.726,1.52963e+00,7.51097e-02
4074.257,1.46358e+00,7.55732e-02
4076.788,1.26181e+00,7.02669e-02
4079.319,1.42109e+00,7.48007e-02
4081.850,1.52132e+00,7.93524e-02
4084.381,1.60244e+00,7.93234e-02
4086.912,1.57322e+00,7.09502e-02
4089.443,1.57061e+00,6.76567e-02
4091.974,1.67457e+00,6.92996e-02
4094.505,1.54215e+00,7.16139e-02
4097.036,1.59065e+00,7.42043e-02
4099.567,1.59875e+00,7.08392e-02
4102.098,1.64488e+00,6.70867e-02
4104.630,1.62707e+00,6.53925e-02
4107.161,1.70191e+00,6.97738e-02
4109.692,1.62028e+00,7.33594e-02
4112.223,1.56243e+00,7.14864e-02
4114.754,1.41111e+00,6.48139e-02
4117.285,1.34541e+00,6.17012e-02
4119.816,1.39852e+00,6.51772e-02
4122.347,1.35983e+00,7.10638e-02
4124.878,1.35428e+00,6.99155e-02
4127.409,1.34354e+00,6.48717e-02
4129.940,1.35843e+00,6.35241e-02
4132.471,1.41591e+00,6.52099e-02
4135.002,1.35143e+00,6.85168e-02
4137.533,1.17466e+00,6.74424e-02
4140.064,1.24502e+00,6.54550e-02
4142.595,1.32781e+00,6.27352e-02
4145.126,1.41464e+00,6.21931e-02
4147.657,1.29826e+00,6.42429e-02
4150.188,1.23418e+00,6.77786e-02
4152.719,1.40075e+00,6.84401e-02
4155.250,1.37763e+00,6.46451e-02
4157.781,1.35455e+00,6.24040e-02
4160.312,1.25225e+00,6.39601e-02
4162.843,1.37833e+00,7.19955e-02
4165.375,1.36267e+00,7.17404e-02
4167.906,1.24948e+00,6.48273e-02
4170.437,1.31235e+00,6.20345e-02
4172.968,1.35682e+00,6.35165e-02
4175.499,1.31401e+00,6.71809e-02
4178.030,1.22573e+00,6.77224e-02
4180.561,1.35266e+00,6.54817e-02
4183.092,1.22758e+00,6.00940e-02
4185.623,1.26002e+00,6.15659e-02
4188.154,1.30457e+00,6.46077e-02
4190.685,1.22955e+00,6.67147e-02
4193.216,1.21894e+00,6.47967e-02
4195.747,1.22224e+00,5.98045e-02
4198.278,1.27940e+00,6.00930e-02
4200.809,1.28543e+00,6.22224e-02
4203.340,1.22367e+00,6.69034e-02
4205.871,1.38214e+00,6.80074e-02
4208.402,1.33445e+00,6.35402e-02
4210.933,1.37612e+00,6.28293e-02
4213.464,1.35428e+00,6.25673e-02
4215.995,1.47679e+00,6.90526e-02
4218.526,1.50218e+00,6.90853e-02
4221.057,1.52863e+00,6.55995e-02
4223.588,1.47850e+00,6.27243e-02
4226.119,1.42692e+00,6.31726e-02
4228.651,1.38368e+00,6.61914e-02
4231.182,1.45266e+00,6.98940e-02
4233.713,1.51809e+00,6.89517e-02
4236.244,1.53096e+00,6.49426e-02
4238.775,1.51099e+00,6.21541e-02
4241.306,1.51423e+00,6.56772e-02
4243.837,1.43531e+00,7.14140e-02
4246.368,1.43763e+00,7.26035e-02
4248.899,1.37307e+00,6.70138e-02
4251.430,1.40607e+00,6.41395e-02
4253.961,1.44834e+00,6.51694e-02
4256.492,1.43798e+00,7.04405e-02
4259.023,1.43024e+00,7.02680e-02
4261.554,1.39141e+00,6.57846e-02
4264.085,1.41808e+00,6.35980e-02
4266.616,1.43659e+00,6.38479e-02
4269.147,1.33963e+00,6.66545e-02
4271.678,1.44861e+00,7.14913e-02
4274.209,1.54193e+00,6.94541e-02
4276.740,1.47666e+00,6.51290e-02
4279.271,1.58211e+00,6.64483e-02
4281.802,1.45431e+00,6.73119e-02
4284.333,1.58639e+00,7.39738e-02
4286.864,1.25893e+00,6.98989e-02
4289.396,1.33857e+00,6.63240e-02
4291.927,1.35461e+00,6.46960e-02
4294.458,1.41339e+00,6.69968e-02
4296.989,1.43357e+00,7.19874e-02
4299.520,1.39545e+00,7.21110e-02
4302.051,1.42833e+00,6.82293e-02
4304.582,1.39151e+00,6.57545e-02
4307.113,1.42042e+00,6.66811e-02
4309.644,1.41291e+00,7.10780e-02
4312.175,1.52583e+00,7.61028e-02
4314.706,1.55320e+00,7.40082e-02
4317.237,1.51071e+00,7.04780e-02
4319.768,1.46124e+00,6.91810e-02
4322.299,1.53702e+00,7.33862e-02
4324.830,1.54767e+00,7.76907e-02
4327.361,1.67004e+00,7.70001e-02
4329.892,1.73405e+00,7.20958e-02
4332.423,1.77442e+00,7.09837e-02
4334.954,1.66913e+00,7.22531e-02
4337.485,1.53484e+00,7.68649e-02
4340.016,1.69237e+00,7.84283e-02
4342.547,1.73552e+00,7.42501e-02
4345.078,1.72358e+00,7.26185e-02
4347.609,1.67729e+00,7.44273e-02
4350.141,1.71940e+00,7.92157e-02
4352.672,1.81941e+00,8.51183e-02
4355.203,1.83821e+00,1.01006e-01
4357.734,1.88957e+00,1.10871e-01
4360.265,1.72449e+00,1.05651e-01
4362.796,1.79871e+00,9.11715e-02
4365.327,1.85707e+00,8.57137e-02
4367.858,1.70749e+00,8.13381e-02
4370.389,1.59293e+00,7.52233e-02
4372.920,1.59330e+00,7.43734e-02
4375.451,1.70111e+00,7.73205e-02
4377.982,1.71701e+00,8.23574e-02
4380.513,1.46930e+00,8.06834e-02
4383.044,1.59901e+00,7.53247e-02
4385.575,1.55961e+00,7.21670e-02
4388.106,1.50529e+00,7.33988e-02
4390.637,1.42385e+00,7.81332e-02
4393.168,1.29719e+00,7.88797e-02
4395.699,1.40021e+00,7.59967e-02
4398.230,1.26820e+00,7.22376e-02
4400.761,1.24693e+00,7.30324e-02
4403.292,1.25340e+00,7.65464e-02
4405.823,1.38514e+00,8.09371e-02
4408.354,1.32771e+00,7.93968e-02
4410.886,1.11600e+00,7.32812e-02
4413.417,1.22651e+00,7.28370e-02
4415.948,1.20595e+00,7.54139e-02
4418.479,1.28616e+00,8.21822e-02
4421.010,1.15199e+00,8.06986e-02
4423.541,1.14680e+00,7.44585e-02
4426.072,1.00940e+00,7.17693e-02
4428.603,1.03153e+00,7.33807e-02
4431.134,9.94232e-01,7.88105e-02
4433.665,9.79914e-01,8.06089e-02
4436.196,1.05909e+00,7.67560e-02
4438.727,9.94645e-01,7.32121e-02
4441.258,8.87394e-01,7.26019e-02
4443.789,8.97856e-01,7.69502e-02
4446.320,9.66743e-01,8.12480e-02
4448.851,9.90005e-01,7.89091e-02
4451.382,1.07456e+00,7.50285e-02
4453.913,8.25109e-01,7.23803e-02
4456.444,8.98859e-01,7.58032e-02
4458.975,8.46500e-01,8.12961e-02
4461.506,7.76096e-01,8.06470e-02
4464.037,8.20030e-01,7.59227e-02
4466.568,9.53535e-01,7.39953e-02
4469.099,8.53987e-01,7.49784e-02
4471.631,9.59020e-01,8.07982e-02
4474.162,7.19129e-01,8.05414e-02
4476.693,8.24425e-01,7.64828e-02
4479.224,1.05576e+00,7.41098e-02
4481.755,1.09435e+00,7.47184e-02
4484.286,1.17804e+00,7.96499e-02
4486.817,1.03101e+00,8.28955e-02
4489.348,9.34114e-01,7.98025e-02
4491.879,1.04227e+00,7.50062e-02
4494.410,1.22700e+00,7.57003e-02
4496.941,1.00672e+00,7.60282e-02
