# DEC: -19.5125555555556
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-04-19 10:17:43.700000+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256708333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: None
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4284.135,2.88226e+00,1.09304e-01
4286.665,2.81965e+00,1.16832e-01
4289.195,2.64589e+00,1.18550e-01
4291.725,2.90150e+00,1.15797e-01
4294.255,2.65777e+00,1.08383e-01
4296.785,2.59213e+00,1.08947e-01
4299.316,2.53615e+00,1.12829e-01
4301.846,2.68743e+00,1.19536e-01
4304.376,2.56552e+00,1.16452e-01
4306.906,2.78928e+00,1.11956e-01
4309.436,2.57388e+00,1.07858e-01
4311.966,2.84756e+00,1.17314e-01
4314.496,2.69255e+00,1.25641e-01
4317.026,2.77904e+00,1.24889e-01
4319.556,2.79662e+00,1.16076e-01
4322.086,2.90940e+00,1.15179e-01
4324.616,3.15241e+00,1.21426e-01
4327.146,3.06855e+00,1.28588e-01
4329.676,3.14895e+00,1.29106e-01
4332.206,3.29261e+00,1.20357e-01
4334.736,3.38165e+00,1.18383e-01
4337.266,3.27368e+00,1.20769e-01
4339.796,3.28497e+00,1.31932e-01
4342.326,3.18464e+00,1.32736e-01
4344.856,3.28568e+00,1.25513e-01
4347.386,3.27263e+00,1.22648e-01
4349.916,3.51055e+00,1.26726e-01
4352.446,3.34135e+00,1.33196e-01
4354.976,3.48133e+00,1.51174e-01
4357.506,3.39019e+00,1.80847e-01
4360.036,3.28218e+00,1.83636e-01
4362.566,3.42100e+00,1.63903e-01
4365.097,3.38513e+00,1.43121e-01
4367.627,3.28020e+00,1.38529e-01
4370.157,2.97210e+00,1.29394e-01
4372.687,3.20006e+00,1.25416e-01
4375.217,2.87620e+00,1.22432e-01
4377.747,2.75561e+00,1.26833e-01
4380.277,2.80103e+00,1.34896e-01
4382.807,2.77369e+00,1.28587e-01
4385.337,2.71673e+00,1.20518e-01
4387.867,2.65400e+00,1.17854e-01
4390.397,2.67585e+00,1.24021e-01
4392.927,2.55836e+00,1.30937e-01
4395.457,2.53569e+00,1.27766e-01
4397.987,2.19079e+00,1.17339e-01
4400.517,2.24018e+00,1.15513e-01
4403.047,2.10879e+00,1.19932e-01
4405.577,2.13715e+00,1.28860e-01
4408.107,2.41696e+00,1.30319e-01
4410.637,2.47564e+00,1.21083e-01
4413.167,2.16630e+00,1.15085e-01
4415.697,2.21225e+00,1.19093e-01
4418.227,2.17986e+00,1.28559e-01
4420.757,1.79150e+00,1.27133e-01
4423.287,1.97540e+00,1.19768e-01
4425.817,2.16156e+00,1.16675e-01
4428.347,2.07636e+00,1.17730e-01
4430.877,1.76395e+00,1.24836e-01
4433.408,2.07608e+00,1.30254e-01
4435.938,1.80338e+00,1.21950e-01
4438.468,1.63972e+00,1.15574e-01
4440.998,1.58769e+00,1.16032e-01
4443.528,1.42137e+00,1.23103e-01
4446.058,1.61750e+00,1.28855e-01
4448.588,1.65924e+00,1.24504e-01
4451.118,1.61559e+00,1.17276e-01
4453.648,1.67330e+00,1.16673e-01
4456.178,1.71674e+00,1.22618e-01
4458.708,1.30215e+00,1.26851e-01
4461.238,1.46988e+00,1.25259e-01
4463.768,1.77874e+00,1.19317e-01
4466.298,1.62094e+00,1.17757e-01
4468.828,1.44671e+00,1.21563e-01
4471.358,1.69303e+00,1.31259e-01
4473.888,1.71160e+00,1.29722e-01
4476.418,1.68688e+00,1.20917e-01
4478.948,1.70325e+00,1.16828e-01
4481.478,1.81239e+00,1.22312e-01
4484.008,1.82215e+00,1.32651e-01
4486.538,1.68122e+00,1.30945e-01
4489.068,1.92783e+00,1.23522e-01
4491.598,2.04379e+00,1.19559e-01
4494.128,1.91889e+00,1.20851e-01
4496.658,2.10124e+00,1.32542e-01
4499.189,1.86561e+00,1.31163e-01
4501.719,2.04644e+00,1.23387e-01
4504.249,1.71554e+00,1.15812e-01
4506.779,1.96870e+00,1.19487e-01
4509.309,1.79213e+00,1.25730e-01
4511.839,1.92956e+00,1.28517e-01
4514.369,2.19119e+00,1.23455e-01
4516.899,1.94249e+00,1.15223e-01
4519.429,2.06455e+00,1.17185e-01
4521.959,2.22178e+00,1.24007e-01
4524.489,2.06854e+00,1.27905e-01
4527.019,2.17930e+00,1.22579e-01
4529.549,2.37133e+00,1.16721e-01
4532.079,2.30101e+00,1.16856e-01
4534.609,2.23822e+00,1.20012e-01
4537.139,2.53398e+00,1.27037e-01
4539.669,2.63464e+00,1.23567e-01
4542.199,2.48699e+00,1.15112e-01
4544.729,2.47604e+00,1.13748e-01
4547.259,2.45861e+00,1.16526e-01
4549.789,2.86497e+00,1.25663e-01
4552.319,2.68909e+00,1.23100e-01
4554.849,2.82089e+00,1.14881e-01
4557.379,2.80737e+00,1.11910e-01
4559.909,2.89568e+00,1.15848e-01
4562.439,2.97621e+00,1.23585e-01
4564.969,3.36417e+00,1.25166e-01
4567.500,3.65507e+00,1.18278e-01
